19133, 0
2106, 1
1596, 2
1535, 3
1614, 4
1565, 5
1618, 6
1640, 7
1600, 8
1584, 9
1701, 10
1588, 11
1641, 12
1595, 13
1633, 14
1588, 15
1625, 16
1622, 17
1633, 18
1662, 19
1599, 20
1629, 21
1704, 22
1607, 23
1621, 24
1611, 25
1577, 26
1614, 27
1588, 28
1610, 29
1599, 30
1614, 31
1580, 32
1573, 33
1610, 34
1617, 35
1734, 36
1569, 37
1595, 38
1588, 39
1603, 40
1576, 41
1596, 42
1588, 43
1606, 44
1588, 45
1557, 46
1565, 47
1573, 48
1652, 49
1621, 50
1606, 51
1581, 52
1588, 53
1584, 54
1584, 55
1663, 56
1580, 57
1576, 58
1569, 59
1573, 60
1606, 61
1565, 62
1599, 63
1599, 64
1573, 65
1633, 66
1614, 67
1614, 68
1592, 69
1588, 70
1607, 71
1607, 72
1595, 73
1587, 74
1588, 75
1599, 76
4166, 77
1621, 78
1580, 79
1599, 80
1670, 81
1610, 82
1603, 83
1618, 84
1584, 85
1573, 86
1580, 87
1576, 88
1618, 89
1600, 90
1610, 91
1569, 92
1547, 93
1584, 94
1592, 95
1618, 96
1569, 97
1599, 98
1599, 99
1569, 100
1640, 101
1577, 102
1663, 103
1614, 104
1626, 105
1599, 106
1607, 107
1596, 108
1603, 109
1565, 110
1596, 111
1606, 112
1652, 113
1614, 114
1629, 115
1630, 116
1606, 117
1580, 118
1629, 119
1622, 120
1599, 121
1659, 122
1606, 123
1625, 124
1577, 125
1600, 126
1625, 127
2801, 128
1910, 129
1809, 130
1888, 131
1876, 132
1907, 133
1862, 134
1918, 135
1820, 136
1869, 137
1866, 138
1855, 139
1914, 140
1865, 141
1869, 142
1794, 143
1798, 144
1764, 145
1790, 146
1809, 147
1802, 148
1846, 149
1835, 150
1794, 151
1772, 152
1809, 153
1757, 154
1779, 155
1821, 156
1839, 157
1798, 158
1817, 159
1772, 160
1831, 161
1734, 162
1768, 163
1775, 164
1795, 165
1791, 166
1772, 167
1832, 168
1780, 169
1783, 170
1783, 171
1828, 172
1791, 173
1865, 174
1779, 175
1831, 176
1802, 177
1828, 178
1866, 179
1851, 180
1783, 181
1850, 182
1810, 183
1828, 184
1809, 185
1978, 186
1802, 187
1825, 188
1840, 189
1730, 190
1828, 191
1783, 192
1884, 193
1809, 194
1824, 195
1794, 196
1835, 197
2665, 198
1847, 199
1786, 200
1786, 201
1791, 202
1798, 203
1802, 204
1776, 205
1787, 206
1805, 207
1888, 208
1798, 209
1772, 210
1843, 211
3611, 212
1884, 213
1779, 214
1821, 215
1889, 216
1794, 217
1787, 218
1802, 219
1835, 220
1855, 221
1813, 222
1840, 223
6652, 224
1786, 225
1817, 226
1899, 227
1798, 228
1847, 229
1764, 230
1801, 231
1881, 232
1828, 233
1824, 234
1794, 235
1779, 236
1843, 237
1881, 238
1847, 239
1828, 240
1787, 241
1817, 242
1862, 243
1839, 244
1851, 245
1809, 246
1794, 247
1805, 248
1858, 249
1825, 250
1873, 251
1775, 252
1791, 253
1816, 254
1821, 255
1884, 256
1884, 257
1839, 258
1831, 259
1847, 260
1824, 261
1775, 262
1839, 263
1828, 264
1832, 265
1821, 266
1835, 267
1787, 268
1791, 269
1900, 270
1839, 271
1764, 272
1850, 273
1783, 274
1753, 275
1757, 276
1820, 277
1817, 278
1824, 279
4846, 280
1851, 281
1764, 282
1715, 283
1719, 284
1727, 285
1716, 286
1727, 287
1719, 288
1741, 289
1828, 290
1746, 291
1735, 292
1716, 293
1771, 294
1697, 295
1708, 296
1753, 297
1761, 298
1742, 299
1720, 300
1734, 301
1711, 302
1832, 303
1753, 304
1786, 305
1791, 306
1760, 307
1765, 308
1775, 309
1756, 310
1790, 311
1756, 312
1798, 313
1757, 314
1753, 315
1824, 316
1768, 317
1772, 318
1768, 319
1746, 320
1760, 321
1780, 322
1742, 323
1738, 324
1783, 325
5830, 326
1802, 327
1723, 328
8911, 329
1779, 330
1716, 331
1719, 332
1753, 333
1760, 334
1738, 335
1716, 336
1745, 337
1742, 338
1791, 339
1746, 340
1727, 341
1760, 342
1786, 343
1731, 344
1738, 345
1715, 346
1727, 347
1756, 348
