what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"en_US",1265938934518
processors,sysinfo,,,"2",1265938934518
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1265938934518
java.runtime.version,sysinfo,,,"1.6.0_17-b04",1265938934518
java.specification.name,sysinfo,,,"Java Platform API Specification",1265938934519
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1265938934519
java.specification.version,sysinfo,,,"1.6",1265938934519
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1265938934519
java.version,sysinfo,,,"1.6.0_17",1265938934519
java.vm.info,sysinfo,,,"mixed mode, sharing",1265938934519
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1265938934519
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1265938934519
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1265938934519
java.vm.specification.version,sysinfo,,,"1.0",1265938934519
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1265938934519
java.vm.version,sysinfo,,,"14.3-b01",1265938934519
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265938943212
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265938944791
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1265938958258
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1265938958294
closed,view,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.internal.introview",1265938958348
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265938968530
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265939020463
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265939026584
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266067093385
