what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1269547962918
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1269547964627
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1269548019826
activated,perspective,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.JavaPerspective",1269548056058
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1269548111619
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1269548169103
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1269548192904
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1269548195041
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1269548215246
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1269548216820
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1269548217244
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1269548285394
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1269548285653
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1269548331612
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1269548333352
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1269548341319
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1269548341442
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1269548379024
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1269548379187
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1269548398096
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1269548398420
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1269548400633
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.indent",1269548402687
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1269548409263
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1269548411032
